600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/21150_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,517,22.137932,0000010001100111111101110011110000100110101110000110100001011101110001111110110000010011101111011001110110111110011000011110100110000100000111001000111010000011001000111110111111111110000000011100101000110010110000011111100100010110011111010000000111101001110010000010010100000111101100001011111011001011111111110000011000101110000011111100100000001110011111011000011001000110111110000111010001011111100000110110001011101000001110111111100000000000100110011100100001110010010011110011110000001111010110111100000110010
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/22306_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,518,22.1856104,01010001001000001110110101110010000101000000100100000011100000000001111000000111101110000011101011101110000001111010000100110100101111100011100101000111111100000010100011001111100010001100001011111111000101111111100001110000001000011000011110010011111001001101111100001101100100000100001111000011100011111111011001110011100110111001000111101101001011110111010011111010010001100000001111101000100001100010000001111010000000110000110101100100100000010111110011011000010110001101011101110000001000011000010000000000111000
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/23430_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,516,21.9406849,010011001000010011110000011011111000000000000010101110000000101011100111100101110011011010011100111011001111111010000111000010011110101111110011100000000011110000000000000110000000101001101111000001101101111111011111111111110011000110100000111100110101010111110001110000010101100001100101110001001101110100010000010111100010000001111110110100101111110001111001001110100011010000010111100111100011001100000011011001110101100000111111110011111010101001111010011011111010001111110000010011110110010100111111111001011001
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/24031_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,514,21.8042908,1111111110100011110001011001110000011010001100100110111101100111110111101001101111011100000000011000101111001111111000000000011111011101000010101010001000111111010110000101000000000101110011111111001111000000000001110101011000101111100111011111100010111110000100100110000111100000111000101010010000110000010111110000000001001100000001110011111000001001000100000011100110010100000100110101111111010111000011010000111100001101011111001001111110001101010111110110100010011100100010111111111110100101100111100011101101
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/24639_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,515,22.1451929,11111111111000011100101000011100001011111110011010111110001100001101111101110000001111100000000000111111101000100100000111011101011101001111100011110110001111111011010011100001011111000011101001010011111001100000001111011111111101100011011001010001101000001111010100000110100101101110000100000000010111111110101100101111101000001100010111010100011000111111100000111101110110001000110011110001110000111101011001000001011111110001110101011100000010000111000000001011110000111100111111111011100000001101001100001001111
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/24833_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,518,22.0821676,11111000010110000111111011110101001111000000010110110000001011010001101100111001100011111100110010111110011101110111111001100000111101010000000111001001110000001010000001111001110100010000111101110000001100111111111111110000001111110000101000110100111110000011100111111111110010000100100011111001100001000111110000110111010010101100001011111110001100011100000000111111010001111010101111010001000101100011011110000011100111011001000010111100000111110001001001000010111000000010011100101111111001110110100111110000101001
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/25021_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,516,21.9282502,110101100100000001100111100111111110100101100000111110101110000010110110000011111111000001110100011010010111011000101110100100000001111000100001110101100101000011110000100111001111111001110100011111111110010000011110000100010010000000110010000011100001100001110011111011100101100111111110000101000111001011111000011111110011010111000111000101111111011011111001101111100110110110000000111000110000010110000100100100000000111111110011100011110111111100111100111011010001000100000111000111000010111110111010001010011001
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/25097_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,515,22.0176878,10100000110011000111001011100000111101001000001110000000110100010011011110011011010011101111100111110010100001111001000101000100111101011011000011010011001100101111011100000110111100010000111011011000011111111100111110000011010001010111111111010001000000001110000110111011000100100111100100000011001001111111110000010110010110011111110001111111000001011111110100000001111000011110001110100001011110000000101111000000111010010010001011000000111011000101010000011011110100010111011101011110101000110000011001111101010
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/25829_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,518,22.0033857,10101011111100000001101110111100000100000100011111001001000011010101111111000111111000111001100001110001111010001110000001011111110001100101110001001110000011101000000111110111000101000010011110110111101111011001101010000011110000001011011110011101011101000000111001000010000000111000000001111100111110001100111110100011111111011111100100110000100100000100011100100001001111010111100010000010001101110100100101111100100011100010000010000111010000110001111101001101110000010000111111011111110110000110100011001100010101
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/26270_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,518,22.0212913,00111111110110100000100101000101110100000011110001001000101110100110111111101100001111110111100011111011000111110110000111110100011000000111001010101000011110001010111101100111001110100011111100011111110001110110000000001011111111010101111010000000001110000000001101110110011000111110001100010000001100000010110101011101101110100011010011110000001011111110100001101110010011101110111111110000011011000111110110001011001011000011110110110001001011001111100001111000000110111111111001100011100011101110100010100111110101
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/28909_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,516,22.0000785,000001110000100110001111111111001111000001000010000001111100110010111110000010110000000111010100001100001110001110001000011111111110110001100000011001111100010111111000111011011000001110010110001100011100010000110001111000100000001110000011101100010101110111100000000100001100111110101011111000100111000000000001001110000111111111000100111100011000011111110100110110100001000111100001100010001111111110011011000000000011111111011110001010000011011100001000011100000010110011100001100100111100100010100001001100110100
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/29161_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,517,21.9722221,1011000001110011100011110000000011111100000111001001000000101011100010000101110111000000111110001101011000000010000010110001101000011111100100000111110001110000111000001101110100110110000011111111001011111011111110000100000001001111110001110000110000001110011000100000111111001011111101100000100010010001010011111111110000010101101001000000111100111100100000110011111000100011010001011011101111000000001010010011110001111110110011011000011000001111111001000011001111110100001101000111000000011111000111011101100001101
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/29758_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,518,22.5233317,10101111101111101000010101111101001011001100111111110000011011101110111000011101111001000000110110000000101111011111111110110011010100110010111111011111111110000001111111111110110100011000000001111110001011000100110111110000100111000000010111010011001100111111001000111011111110011100100111011110101110010000000011000110000100000101100111111001010111111011001100001000100000110011000011111001101110101000000000011100001101111100000000111000111111000111100111010010010001100010001011111010100000110110000111000100111111
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/29930_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,519,22.0010823,100110001111010000010010000111010001110001001001110100010100001111001111001111100000101100001101110000011011110101111000011110011100000000111110110000001111110101010000111111111010010110010001100010101110101010110000001001111001101110000110100111100000000111010111110101000100010001110000011000110111000100101101000101111100111000000000001111111010101000000011000000010111111101111110010111110001110111111110001110110000100011111101100011010110000011010100001000000011110000011011000000011001111100000100011010011111111
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/30383_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,515,21.7177931,11000010011110111110010000001000111011000111111000010001011010110010011111000000111100011111100000101000110111111010000011100111101110001000000111011101111011111111011000000110110111111010100000011100111000111110010000001111111111001001001001010011110100000000001101111001110011110000101011000000101011100100010110001000000100110111001101111100000111101111110110111111001000011111010110001110100000000111011110000000111010000011111000100000000001011110001111111101101011100011100010100000100011111101101100011011111
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/31337_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,518,22.0064652,00011011011111101011111101010011111111100001100010000000111111101100110010000000000101111111000001011110011001000010110011000011110000111110111011111000000001011101000001000011100110011111001111010010011000011111010011001111011000111111011101000110001001011101111111100011110100011110011110000001001000100100100011110000111100000011000100011011100000011000111110000000100000000101011111100001001011101000100000000101010000000111110011000001011010010111000111100100011111100100011100011110110000100010111000111110001000
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/32052_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,514,22.0849507,0000110010111111101110010010011111100000111000000101101100100011010011001100000100101101111010100000010110011011000110001111011000011100111101011111101100011001100011110110100000111000100000110110111000010101000110011010111111110101000011011110010111011110110111010000011100101111111010011111111100000110101100101001110000000000011101011110010000011010010011101110111000110110000010100010111111110110000110111101100001011000011110100000100011100000000101110011101111111110101101000010101011100111100011011111110000
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/32287_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,520,22.0598973,1110101100011100001110011011001101001111011101111110001000010011111111111111110000111011011110101101110000010010101000010101000000001101011001111000000001110111111101001100110000001010010011111100011011101101110100011110111001110111010100110101110001111000111100110011011000001011000110101111010010011110000001001110111011000100000000000010000000010111100110000111111100011011110110000111000010011010000011001011001000000001100010000000111011111100101101111000000011110001100011101111110000110001100010000111101011111111
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/33290_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,516,22.164957,010100000000001000010000011011111100010100011011011110001101000000011110011010001100100011011101001100100000011011111011110011111000000000100001111111110001111101010000000110100010001100111000010001110000001100111000100111111101000111001010111110110000000101100011110000011011111000010000000000010011001111101100000111011110001111000001000110100011110000001000000111011111011000011110010011101110001011111100000010001101100100001111000001001110001101100111100001111100111100001110001001011111100000001111111001111110
600 100 GMPSUM100 smpl1 ../../Instances/ES/1000_100_2/33966_1000_100_2 BSCharp_GMPSUM100_ES_Beam_600_Filter_100.out.csv,GMPSUM100,100,1000,2,514,21.9734079,1001010011000010110111100111000100000010011011100011000111011111001000000001110011100010011100000100011110001111101001001111111101111110011000010010110001000000111111011001111111000000100001110011111010010011110000111110100111110000001100010001100001111100011111111001101000111101010111100010001111000110001110011100100011111101000101001111001110111110010011001101011000000001101111110000000100001001100101110101001011100000111000000010000111110001001100110001100011111001111100000000111101011111011110010110000011
